name,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
Load27_cur_sigma,0.037121,0.039235,0.038798,0.036741,0.033821,0.041025,0.033632,0.035214,0.033988,0.034087,0.036873,0.036366,0.031235,0.037375,0.037123,0.037864,0.035417,0.045101,0.053262,0.041557,0.054190,0.046863,0.050788,0.054824,0.059915,0.060143,0.072472,0.066346,0.069175,0.071555,0.058442,0.061300,0.060052,0.078054,0.074348,0.078919,0.071583,0.084359,0.077686,0.072076,0.081429,0.087419,0.060994,0.070275,0.081606,0.082989,0.082579,0.071348,0.077394,0.088096,0.092501,0.074215,0.081006,0.087241,0.079668,0.095520,0.078762,0.090612,0.082520,0.067386,0.074943,0.078552,0.087528,0.081282,0.076699,0.083384,0.082516,0.085203,0.084402,0.084263,0.081337,0.065627,0.092755,0.075161,0.083759,0.065421,0.094580,0.074624,0.079243,0.066040,0.073517,0.068358,0.076940,0.065285,0.064801,0.066413,0.065276,0.064351,0.048186,0.058171,0.063937,0.038562,0.044419,0.038379,0.049086,0.043434
Load28_cur_mu,0.393495,0.405381,0.401754,0.389293,0.380391,0.379767,0.380574,0.367975,0.365355,0.370596,0.369910,0.369707,0.373186,0.376204,0.380877,0.386266,0.396876,0.423375,0.441295,0.458087,0.465183,0.492646,0.526543,0.544750,0.565442,0.573715,0.608157,0.613064,0.621242,0.652587,0.662629,0.696692,0.688022,0.721140,0.715681,0.770381,0.763630,0.787083,0.786711,0.777912,0.802670,0.809975,0.819024,0.809350,0.802461,0.813635,0.807168,0.796079,0.801592,0.794489,0.789626,0.788503,0.805695,0.803301,0.811976,0.807652,0.802050,0.805313,0.791557,0.822155,0.821293,0.806493,0.827275,0.805584,0.820360,0.836637,0.824634,0.832235,0.814315,0.826021,0.856856,0.836463,0.816053,0.809803,0.835397,0.825199,0.807455,0.802389,0.803572,0.772930,0.770937,0.752831,0.735941,0.690841,0.684187,0.653439,0.617907,0.579641,0.550972,0.529808,0.501187,0.471301,0.433746,0.441860,0.447114,0.451366
Load28_cur_sigma,0.045654,0.037644,0.036444,0.041191,0.035618,0.036053,0.032981,0.037533,0.041653,0.028973,0.032916,0.032043,0.039379,0.038879,0.043087,0.034714,0.037661,0.039609,0.045729,0.045631,0.047984,0.043819,0.053915,0.060972,0.059083,0.064069,0.070254,0.067474,0.057907,0.069455,0.078321,0.068733,0.061085,0.062978,0.074615,0.074571,0.085941,0.064950,0.072340,0.090382,0.089679,0.083334,0.094350,0.069944,0.083690,0.093121,0.083402,0.090219,0.074636,0.078383,0.071782,0.077015,0.074779,0.084828,0.082193,0.073201,0.085032,0.068399,0.077279,0.079356,0.079090,0.089104,0.084807,0.065714,0.093112,0.071341,0.082293,0.088271,0.074149,0.075155,0.097955,0.078139,0.087891,0.081912,0.096861,0.074164,0.079131,0.064073,0.076220,0.072836,0.072633,0.069214,0.085659,0.078670,0.064487,0.061309,0.050212,0.052715,0.053560,0.054659,0.046112,0.047635,0.053619,0.040159,0.039249,0.041898
Load29_cur_mu,0.398198,0.398260,0.401496,0.389416,0.386353,0.378967,0.377281,0.371172,0.376692,0.370234,0.372854,0.361633,0.365395,0.375851,0.376418,0.382987,0.399766,0.409746,0.434790,0.457740,0.472800,0.501236,0.529314,0.560983,0.586159,0.588175,0.610484,0.620545,0.631572,0.654770,0.661268,0.672803,0.702414,0.717863,0.729445,0.741534,0.766279,0.750999,0.783554,0.785708,0.787898,0.789067,0.817439,0.803793,0.794744,0.792250,0.802738,0.803657,0.802165,0.792522,0.785664,0.805648,0.790009,0.808200,0.801627,0.790271,0.789493,0.787657,0.790625,0.808713,0.824747,0.818681,0.817262,0.805526,0.830677,0.843048,0.832083,0.824843,0.839329,0.824625,0.828098,0.822705,0.824105,0.806944,0.806099,0.804360,0.798653,0.813433,0.777321,0.787010,0.771275,0.747820,0.731932,0.718837,0.675466,0.644722,0.606363,0.589480,0.546671,0.529623,0.489967,0.465617,0.457541,0.440478,0.449705,0.452018
Load29_cur_sigma,0.046228,0.038611,0.039842,0.035498,0.041891,0.039548,0.036371,0.036787,0.036495,0.037428,0.041293,0.030760,0.036729,0.042765,0.045366,0.039075,0.042492,0.035928,0.046030,0.045194,0.041185,0.047469,0.048480,0.054549,0.053447,0.057963,0.062660,0.068811,0.061868,0.063590,0.080076,0.064523,0.072543,0.067805,0.075367,0.080964,0.076939,0.090934,0.076893,0.070161,0.079700,0.063104,0.086497,0.077316,0.082204,0.065505,0.097198,0.082610,0.081079,0.083258,0.084263,0.082149,0.089056,0.077275,0.063618,0.088302,0.083772,0.086494,0.069242,0.094600,0.076113,0.092336,0.063879,0.099931,0.086632,0.076150,0.093241,0.074460,0.078082,0.088052,0.080664,0.082565,0.086801,0.061875,0.082656,0.085757,0.069432,0.095292,0.068221,0.078868,0.069117,0.084943,0.072369,0.074229,0.052939,0.064866,0.055440,0.059879,0.061047,0.053375,0.042118,0.048665,0.042585,0.045162,0.044977,0.045770
Load30_cur_mu,0.406533,0.400390,0.392521,0.382772,0.387547,0.381416,0.374849,0.366574,0.369220,0.370748,0.367537,0.369631,0.367094,0.374786,0.384804,0.394528,0.392260,0.411437,0.429470,0.448903,0.486164,0.502741,0.530692,0.540561,0.580060,0.598663,0.620377,0.619386,0.633196,0.619789,0.672928,0.691582,0.681915,0.718786,0.717980,0.738936,0.771447,0.766128,0.771718,0.787623,0.772027,0.798268,0.773755,0.800641,0.798131,0.803920,0.807314,0.800546,0.817169,0.788723,0.802223,0.799589,0.798611,0.778811,0.791248,0.801421,0.777014,0.810147,0.823163,0.786716,0.808331,0.813866,0.805682,0.816912,0.814067,0.829281,0.813167,0.822560,0.831943,0.826032,0.816286,0.820723,0.810671,0.838605,0.817382,0.802915,0.826018,0.807042,0.781169,0.799536,0.763510,0.749724,0.725356,0.682693,0.674438,0.643952,0.604207,0.587256,0.556948,0.528774,0.502395,0.479340,0.436190,0.436058,0.444245,0.449367
Load30_cur_sigma,0.044644,0.044073,0.033857,0.043420,0.040701,0.034374,0.044073,0.034069,0.035805,0.037340,0.033414,0.036601,0.040175,0.038349,0.040701,0.043736,0.037678,0.032718,0.045888,0.053817,0.048313,0.055162,0.060247,0.055771,0.059090,0.063185,0.062592,0.061123,0.058181,0.078114,0.074669,0.062218,0.070484,0.061683,0.073032,0.071310,0.082968,0.071365,0.076915,0.069608,0.062832,0.084974,0.074970,0.084801,0.102144,0.084435,0.087049,0.073925,0.071964,0.075713,0.082862,0.080094,0.075329,0.073528,0.077012,0.078946,0.073073,0.076467,0.086113,0.085892,0.088105,0.088179,0.075166,0.079825,0.064798,0.079408,0.075456,0.078745,0.080549,0.074197,0.079661,0.079536,0.083210,0.075272,0.083200,0.093481,0.073646,0.076723,0.075624,0.076184,0.080784,0.081320,0.078473,0.074949,0.064140,0.064029,0.066772,0.055599,0.058315,0.055208,0.053898,0.046530,0.037514,0.043809,0.046033,0.032882
Load31_cur_mu,0.399601,0.395751,0.389004,0.383056,0.371551,0.380105,0.376808,0.372520,0.365298,0.371180,0.373106,0.358829,0.366568,0.378821,0.380505,0.385581,0.401692,0.411537,0.440719,0.453659,0.463695,0.500551,0.515369,0.542991,0.580588,0.583678,0.608872,0.624270,0.644380,0.658158,0.683133,0.693111,0.696933,0.703544,0.744110,0.733296,0.756567,0.768855,0.784398,0.790881,0.785081,0.799183,0.795270,0.804015,0.795081,0.803489,0.798700,0.812212,0.819707,0.812414,0.813548,0.800639,0.804227,0.799534,0.795720,0.812612,0.811156,0.803201,0.815764,0.794847,0.801864,0.807832,0.814386,0.827658,0.833869,0.831989,0.821017,0.828225,0.830180,0.844811,0.827157,0.830527,0.820949,0.810824,0.814824,0.808000,0.812513,0.804461,0.799820,0.781528,0.747106,0.739220,0.714547,0.698817,0.674132,0.647113,0.623276,0.584755,0.538303,0.522324,0.496761,0.466646,0.454391,0.444020,0.453828,0.447404
Load31_cur_sigma,0.044839,0.030318,0.040133,0.035689,0.046063,0.036105,0.045341,0.037441,0.031855,0.035345,0.040996,0.040830,0.036326,0.036084,0.045295,0.039386,0.037742,0.044505,0.038051,0.046593,0.039640,0.046654,0.049837,0.058958,0.055197,0.060657,0.057731,0.056689,0.061522,0.068206,0.067562,0.061798,0.081369,0.073307,0.066993,0.084895,0.071019,0.084399,0.073948,0.075261,0.078036,0.083627,0.081083,0.093530,0.086863,0.093697,0.081170,0.088644,0.083112,0.074029,0.075048,0.087435,0.083759,0.078883,0.087650,0.088940,0.080760,0.092647,0.089307,0.084499,0.069295,0.092565,0.089372,0.080549,0.080917,0.078755,0.084376,0.093777,0.065462,0.098872,0.086716,0.084040,0.086201,0.093635,0.086729,0.091732,0.091429,0.082230,0.084115,0.072661,0.080855,0.093265,0.076509,0.064605,0.072217,0.067382,0.063480,0.056200,0.051486,0.045616,0.043981,0.052090,0.040936,0.043525,0.039684,0.045561
Load32_cur_mu,0.398484,0.388904,0.391559,0.382375,0.379793,0.378524,0.376107,0.370603,0.365975,0.364311,0.378341,0.364996,0.371080,0.373581,0.381679,0.383036,0.402019,0.416010,0.438056,0.438547,0.488585,0.508639,0.529586,0.544766,0.577879,0.596667,0.614289,0.627585,0.634160,0.653124,0.668959,0.675337,0.676315,0.714979,0.742674,0.751324,0.767267,0.778952,0.785744,0.776449,0.785527,0.795264,0.798254,0.806299,0.787950,0.803186,0.799506,0.791040,0.810729,0.809777,0.814915,0.791078,0.796746,0.794398,0.799522,0.790113,0.794734,0.805102,0.803635,0.811092,0.813550,0.810305,0.827534,0.831643,0.815533,0.825607,0.812004,0.831231,0.827791,0.838073,0.831519,0.815135,0.840610,0.809517,0.813607,0.806626,0.823542,0.785012,0.789006,0.778813,0.753897,0.736461,0.724314,0.696606,0.681869,0.641301,0.611870,0.593590,0.549062,0.529762,0.499604,0.463966,0.452840,0.443844,0.447395,0.448384
Load32_cur_sigma,0.041815,0.036676,0.038575,0.038730,0.041006,0.035175,0.040954,0.041347,0.038304,0.040766,0.032914,0.033527,0.030766,0.038125,0.033929,0.036193,0.042543,0.033741,0.043255,0.046360,0.051727,0.045954,0.048597,0.049647,0.056247,0.057577,0.055248,0.062123,0.062010,0.077750,0.069623,0.063937,0.071517,0.057991,0.083911,0.076611,0.081161,0.078510,0.089803,0.083784,0.097451,0.075453,0.091829,0.088787,0.080573,0.098260,0.089400,0.069637,0.095890,0.080496,0.074360,0.082983,0.067369,0.070992,0.075922,0.083037,0.071779,0.078064,0.078880,0.086011,0.084454,0.076931,0.075293,0.079030,0.072026,0.084388,0.090289,0.070361,0.074413,0.094125,0.073334,0.083182,0.079687,0.086156,0.077881,0.079168,0.075532,0.075127,0.070614,0.090549,0.069183,0.073514,0.067575,0.066095,0.076857,0.063709,0.062845,0.061394,0.056754,0.058115,0.046896,0.049681,0.045023,0.042098,0.043922,0.052640
EV_Bus19_cur_mu,0.402349,0.405800,0.394692,0.391191,0.383282,0.365348,0.375769,0.368306,0.370625,0.369561,0.367808,0.369278,0.368919,0.379518,0.386105,0.387835,0.396710,0.415529,0.437034,0.457810,0.477167,0.503601,0.527359,0.557868,0.580964,0.580186,0.608760,0.612552,0.641501,0.647256,0.668124,0.680262,0.699180,0.712014,0.729321,0.748584,0.752286,0.758803,0.776018,0.777339,0.780649,0.784419,0.787953,0.813698,0.803835,0.791723,0.789594,0.796014,0.797074,0.800387,0.788805,0.793596,0.793913,0.780457,0.797939,0.786866,0.789125,0.809738,0.782960,0.799373,0.818642,0.818450,0.823094,0.799202,0.817593,0.821960,0.831498,0.827742,0.813196,0.828231,0.790548,0.812046,0.806704,0.796614,0.824739,0.812972,0.806797,0.808570,0.775325,0.770864,0.745881,0.732612,0.710393,0.701208,0.684942,0.631467,0.610256,0.577828,0.539654,0.511875,0.496597,0.483868,0.443079,0.451363,0.444854,0.456521
EV_Bus19_cur_sigma,0.028657,0.031391,0.038941,0.038637,0.037264,0.033528,0.036366,0.032824,0.038771,0.034740,0.039964,0.029238,0.027452,0.038137,0.032227,0.040808,0.036621,0.037923,0.042385,0.041933,0.048442,0.043976,0.046043,0.058988,0.042557,0.044804,0.052457,0.055187,0.056883,0.053998,0.049116,0.058292,0.055537,0.067952,0.068316,0.061761,0.055033,0.061586,0.077962,0.057359,0.064456,0.063210,0.068934,0.067678,0.064223,0.062856,0.063632,0.059121,0.069266,0.074237,0.069015,0.079565,0.059718,0.067178,0.057677,0.066050,0.066163,0.062912,0.063624,0.065572,0.059893,0.057315,0.072423,0.059403,0.055889,0.061093,0.063627,0.072232,0.059657,0.066739,0.058904,0.076926,0.059328,0.065640,0.059073,0.061655,0.064918,0.061419,0.068562,0.060984,0.052263,0.064223,0.050496,0.056115,0.049596,0.055075,0.053243,0.046674,0.048081,0.050001,0.040255,0.043229,0.042346,0.044831,0.046677,0.047387
EV_Bus19_lb_mu,0.297521,0.292085,0.288108,0.280612,0.278053,0.279971,0.272913,0.276165,0.271352,0.266937,0.268425,0.267606,0.271457,0.279997,0.281877,0.289362,0.292676,0.309587,0.332089,0.357281,0.378516,0.399607,0.423511,0.443792,0.476064,0.497800,0.502184,0.506336,0.527033,0.557586,0.567876,0.580732,0.605329,0.613577,0.626332,0.629511,0.658702,0.657556,0.680440,0.692998,0.685664,0.679014,0.695808,0.696558,0.701531,0.706146,0.681052,0.707675,0.693723,0.713617,0.686218,0.689942,0.698943,0.697178,0.694919,0.688460,0.704571,0.704525,0.693095,0.702861,0.718370,0.711017,0.705938,0.724070,0.732684,0.728422,0.720166,0.719573,0.733054,0.728223,0.724831,0.716330,0.719020,0.711739,0.716021,0.701879,0.710750,0.714932,0.673447,0.657157,0.659432,0.644625,0.628084,0.598073,0.589100,0.552742,0.518881,0.485330,0.445293,0.416126,0.401859,0.377442,0.343729,0.344264,0.341618,0.348588
EV_Bus19_lb_sigma,0.035296,0.030009,0.028344,0.028101,0.031296,0.030051,0.024504,0.027496,0.025989,0.026182,0.021317,0.027440,0.031065,0.027474,0.033666,0.032900,0.026733,0.030374,0.034925,0.030920,0.039575,0.042306,0.042712,0.046929,0.053890,0.052656,0.046398,0.046270,0.054443,0.055245,0.059602,0.056445,0.057626,0.057804,0.055169,0.068667,0.053382,0.071608,0.054475,0.062878,0.073823,0.051867,0.073832,0.062670,0.070502,0.059452,0.061437,0.063084,0.071261,0.082431,0.069244,0.062406,0.063675,0.066724,0.068201,0.062836,0.067285,0.069323,0.054414,0.064210,0.079029,0.069682,0.080340,0.076745,0.057413,0.075238,0.071375,0.067589,0.081287,0.067075,0.054355,0.064938,0.068634,0.064827,0.079708,0.063126,0.068379,0.075957,0.063202,0.065689,0.058513,0.060119,0.061826,0.057357,0.057342,0.059199,0.049963,0.048436,0.039456,0.040468,0.043839,0.043199,0.037303,0.038724,0.032544,0.031532
EV_Bus19_ub_mu,0.499154,0.492170,0.478867,0.481306,0.482295,0.468654,0.478370,0.471201,0.480297,0.462463,0.463394,0.479756,0.474772,0.465654,0.484925,0.497036,0.489251,0.520807,0.541798,0.560445,0.588983,0.591658,0.621371,0.654098,0.673736,0.687586,0.704372,0.727820,0.751724,0.741394,0.774745,0.782605,0.794960,0.804514,0.841632,0.844225,0.842748,0.869350,0.872846,0.882166,0.923355,0.906172,0.905704,0.905192,0.914217,0.923225,0.887790,0.901575,0.911866,0.899700,0.908064,0.898328,0.896640,0.891226,0.906467,0.904615,0.917370,0.908822,0.907324,0.894727,0.910472,0.914216,0.928960,0.896240,0.910454,0.924494,0.923183,0.934634,0.927184,0.913985,0.916124,0.927844,0.935737,0.909954,0.901483,0.925703,0.904677,0.905515,0.893980,0.885539,0.855564,0.856659,0.835368,0.807205,0.776424,0.732304,0.717780,0.675736,0.642304,0.628140,0.612751,0.573945,0.543783,0.547274,0.555006,0.543938
EV_Bus19_ub_sigma,0.051054,0.046837,0.056448,0.037348,0.042088,0.043567,0.047459,0.039880,0.044145,0.044339,0.043662,0.049850,0.052682,0.053247,0.049474,0.049538,0.044011,0.040822,0.056253,0.057307,0.053969,0.056512,0.053915,0.078620,0.062527,0.069090,0.065636,0.080374,0.076129,0.077628,0.064328,0.080594,0.071436,0.087405,0.075368,0.075205,0.080676,0.084868,0.120183,0.093867,0.104046,0.102517,0.087946,0.092086,0.098392,0.096074,0.089454,0.097361,0.086164,0.097032,0.092035,0.104354,0.068976,0.106157,0.100050,0.100040,0.085094,0.077700,0.104958,0.107623,0.076604,0.095545,0.085959,0.083790,0.086707,0.103859,0.095590,0.098697,0.084243,0.109761,0.103217,0.091796,0.103815,0.095622,0.082139,0.095830,0.092744,0.084814,0.089995,0.087364,0.080767,0.078763,0.078437,0.078973,0.071741,0.086782,0.079896,0.091408,0.073313,0.072480,0.069842,0.064813,0.057969,0.060760,0.058609,0.051110
EV_Bus7_cur_mu,0.397774,0.392791,0.389496,0.390330,0.382620,0.367904,0.378688,0.376675,0.363176,0.370899,0.369780,0.373889,0.370088,0.380631,0.380309,0.384375,0.393011,0.411240,0.437405,0.450944,0.473431,0.508579,0.522648,0.551545,0.580384,0.594532,0.600541,0.615891,0.635335,0.647564,0.677225,0.676651,0.707773,0.709577,0.728923,0.742470,0.763546,0.758610,0.766636,0.775287,0.779156,0.800231,0.793304,0.799306,0.797532,0.793948,0.804511,0.806646,0.798116,0.792764,0.796030,0.784523,0.787352,0.788908,0.792901,0.799460,0.792465,0.802914,0.797738,0.800478,0.804479,0.809343,0.812636,0.810336,0.812516,0.821150,0.815300,0.821616,0.830054,0.830053,0.825016,0.816521,0.815212,0.818380,0.814209,0.798595,0.811001,0.784334,0.786129,0.768217,0.751875,0.744589,0.722688,0.693177,0.670640,0.645368,0.606800,0.584308,0.558353,0.533488,0.483653,0.462710,0.440276,0.441908,0.449944,0.448675
EV_Bus7_cur_sigma,0.041110,0.030560,0.032465,0.028945,0.032765,0.031618,0.034344,0.036272,0.031897,0.035568,0.034940,0.036220,0.034070,0.039296,0.037208,0.035518,0.037609,0.038553,0.034012,0.038442,0.046565,0.044812,0.047442,0.043986,0.050220,0.063091,0.049756,0.046450,0.060536,0.062972,0.047676,0.052696,0.060822,0.053865,0.049935,0.052657,0.065670,0.068642,0.073632,0.061496,0.069883,0.070817,0.073548,0.059414,0.062365,0.068041,0.066027,0.072596,0.061806,0.067713,0.073205,0.071535,0.061957,0.063379,0.054052,0.060877,0.066184,0.069903,0.064083,0.063814,0.067308,0.062187,0.047660,0.059121,0.056429,0.071936,0.063115,0.058646,0.071880,0.066031,0.071245,0.068385,0.067020,0.066821,0.058307,0.067047,0.065287,0.056815,0.065533,0.063981,0.061169,0.054570,0.061383,0.058490,0.056570,0.057414,0.062207,0.043691,0.053070,0.050276,0.043207,0.046771,0.040553,0.039353,0.043277,0.041351
EV_Bus7_lb_mu,0.292828,0.294832,0.299169,0.283857,0.284002,0.277392,0.275517,0.270403,0.271630,0.269245,0.264465,0.280882,0.260074,0.276075,0.281513,0.288895,0.291218,0.323339,0.343697,0.364151,0.372480,0.394570,0.428002,0.445686,0.476632,0.495170,0.495883,0.523989,0.530741,0.560805,0.565442,0.579964,0.612049,0.622644,0.626730,0.639811,0.676011,0.663771,0.672941,0.686343,0.682750,0.680619,0.689648,0.703937,0.697132,0.703781,0.692459,0.704380,0.671814,0.690322,0.688277,0.680528,0.692849,0.679263,0.704169,0.715506,0.696119,0.707360,0.697687,0.701316,0.711941,0.709596,0.721688,0.714828,0.718357,0.715697,0.710196,0.724307,0.713880,0.735968,0.726437,0.708655,0.738512,0.721270,0.720893,0.703361,0.705032,0.696292,0.679815,0.671929,0.654379,0.646617,0.616686,0.586118,0.585622,0.557191,0.511730,0.478541,0.456303,0.423533,0.400713,0.368313,0.350315,0.347302,0.349764,0.343366
EV_Bus7_lb_sigma,0.033376,0.029639,0.026777,0.027155,0.028209,0.025696,0.022493,0.026684,0.023342,0.025320,0.030792,0.027642,0.025617,0.028180,0.027861,0.026863,0.027415,0.036307,0.035123,0.037600,0.035206,0.038086,0.045204,0.050784,0.043013,0.050797,0.049456,0.053234,0.049405,0.059382,0.067649,0.051873,0.056971,0.053343,0.050635,0.060070,0.063292,0.056887,0.061939,0.084111,0.076142,0.069406,0.063851,0.091117,0.077541,0.067438,0.070513,0.073290,0.079973,0.074641,0.059352,0.073144,0.063002,0.062978,0.067379,0.070471,0.058134,0.065392,0.059596,0.065308,0.064119,0.062328,0.069043,0.070269,0.059814,0.075157,0.077454,0.073409,0.075580,0.076301,0.077528,0.066772,0.063845,0.076541,0.070397,0.069275,0.066205,0.065641,0.067540,0.064810,0.062118,0.061979,0.057274,0.054949,0.053903,0.059808,0.046337,0.053744,0.053576,0.044004,0.038194,0.035294,0.034908,0.033505,0.030790,0.036411
EV_Bus7_ub_mu,0.500318,0.497054,0.477015,0.477078,0.482211,0.468819,0.466447,0.468362,0.471363,0.469778,0.466541,0.469712,0.470974,0.476216,0.487265,0.479544,0.495858,0.517444,0.529797,0.555234,0.583547,0.608906,0.616218,0.646446,0.691205,0.701837,0.712687,0.712228,0.748120,0.764170,0.765190,0.788988,0.822088,0.808478,0.837508,0.835401,0.854722,0.845940,0.878586,0.875816,0.877738,0.878808,0.901104,0.900201,0.900183,0.913792,0.917001,0.917824,0.889012,0.896572,0.897066,0.889136,0.911637,0.890119,0.911713,0.905398,0.902077,0.899040,0.909461,0.912668,0.902988,0.899978,0.916440,0.928834,0.935968,0.907317,0.912279,0.926230,0.937767,0.919393,0.935562,0.933396,0.892756,0.910652,0.919748,0.900968,0.909425,0.878649,0.901445,0.872020,0.861421,0.847836,0.825087,0.787008,0.777395,0.755523,0.712249,0.678391,0.657338,0.623439,0.587252,0.585771,0.543200,0.542822,0.559690,0.552745
EV_Bus7_ub_sigma,0.044913,0.041507,0.043304,0.045070,0.052972,0.047390,0.047897,0.048898,0.046540,0.047072,0.046376,0.043271,0.042078,0.042958,0.042296,0.043832,0.045144,0.057294,0.054246,0.055854,0.049806,0.058659,0.056172,0.059884,0.059747,0.073717,0.069955,0.062212,0.080871,0.077723,0.080691,0.091273,0.075181,0.092715,0.092747,0.077352,0.089697,0.101631,0.085368,0.085970,0.096925,0.094312,0.097485,0.081069,0.091914,0.087905,0.089094,0.076517,0.102391,0.096188,0.086713,0.097008,0.076581,0.074884,0.091740,0.083564,0.098039,0.090467,0.087413,0.088921,0.095242,0.084211,0.080769,0.096746,0.082643,0.096914,0.083464,0.102919,0.088518,0.092568,0.083021,0.097219,0.095971,0.099699,0.081255,0.094872,0.084134,0.086349,0.085745,0.091189,0.078430,0.092951,0.076774,0.076913,0.076890,0.068224,0.080336,0.064713,0.061221,0.064483,0.062149,0.051047,0.055436,0.048600,0.057939,0.056943
AC_Bus2_cur_mu,0.396725,0.390834,0.389238,0.389265,0.377737,0.372694,0.369387,0.381748,0.370391,0.364758,0.366978,0.364174,0.369358,0.373107,0.382574,0.381286,0.395275,0.416922,0.433961,0.454836,0.478282,0.499619,0.529192,0.529414,0.585708,0.594602,0.599665,0.639457,0.629738,0.648960,0.666355,0.678848,0.695669,0.711656,0.731697,0.742390,0.770033,0.768835,0.786993,0.782311,0.798007,0.776251,0.794538,0.791985,0.810078,0.816981,0.800350,0.785883,0.788324,0.792891,0.805472,0.779356,0.796273,0.797442,0.795737,0.792782,0.783294,0.795626,0.792713,0.812409,0.805522,0.806551,0.816248,0.822981,0.818713,0.816930,0.819444,0.823128,0.827008,0.827442,0.810088,0.808109,0.837682,0.823771,0.811517,0.808809,0.807359,0.780459,0.786646,0.767921,0.768708,0.739149,0.706001,0.678459,0.666599,0.653686,0.621625,0.579160,0.549898,0.525425,0.512429,0.470371,0.438353,0.439377,0.444433,0.448884
AC_Bus2_cur_sigma,0.030515,0.038850,0.034656,0.034317,0.033397,0.039589,0.034864,0.043330,0.034955,0.035493,0.034390,0.039693,0.036846,0.038618,0.033370,0.038084,0.035122,0.036203,0.034768,0.046588,0.040795,0.038507,0.045856,0.043365,0.044182,0.053557,0.057022,0.049075,0.049084,0.055258,0.059531,0.059383,0.065936,0.050180,0.052159,0.061854,0.057453,0.066280,0.059913,0.054087,0.057833,0.081396,0.065131,0.071067,0.061179,0.065784,0.070897,0.072373,0.064636,0.073695,0.054612,0.074097,0.069139,0.053444,0.054076,0.056641,0.074856,0.063772,0.060948,0.071170,0.066081,0.069609,0.060656,0.065006,0.056492,0.068473,0.075759,0.062114,0.062113,0.062410,0.066296,0.062872,0.060237,0.057425,0.060909,0.070075,0.054297,0.059890,0.062552,0.058751,0.073988,0.062428,0.064517,0.063706,0.060454,0.059421,0.052320,0.049779,0.044407,0.047822,0.050157,0.036763,0.046174,0.041897,0.040982,0.036100
AC_Bus2_lb_mu,0.300241,0.301348,0.296796,0.290232,0.282395,0.271826,0.270862,0.272713,0.265885,0.264237,0.271585,0.266125,0.262381,0.282340,0.281384,0.292497,0.302734,0.318794,0.337462,0.359388,0.370948,0.397136,0.421560,0.455285,0.484796,0.488756,0.505134,0.526953,0.540793,0.554621,0.573293,0.580033,0.602540,0.602919,0.634170,0.652824,0.674560,0.673590,0.680617,0.678212,0.693532,0.677210,0.695698,0.689776,0.701111,0.706570,0.712057,0.705381,0.703802,0.701068,0.697792,0.697879,0.699960,0.703167,0.699605,0.687009,0.697925,0.700632,0.703948,0.706670,0.712606,0.719181,0.726349,0.721309,0.720044,0.715176,0.713726,0.725084,0.734570,0.722961,0.714318,0.722858,0.721079,0.730668,0.716347,0.710732,0.691817,0.691263,0.688982,0.681074,0.642805,0.649872,0.621366,0.594248,0.581862,0.541233,0.531783,0.487187,0.451255,0.411773,0.390389,0.373704,0.347575,0.347375,0.354543,0.345747
AC_Bus2_lb_sigma,0.030148,0.029238,0.035738,0.029224,0.026546,0.026422,0.030913,0.027973,0.026635,0.028248,0.029019,0.025485,0.028989,0.030557,0.028413,0.034007,0.030189,0.031663,0.035553,0.034843,0.035574,0.040562,0.045304,0.052287,0.046522,0.048172,0.039159,0.048363,0.052233,0.054742,0.050250,0.062734,0.055537,0.062515,0.060536,0.062250,0.066703,0.059398,0.058024,0.068574,0.073864,0.080630,0.063434,0.065035,0.068770,0.065450,0.069229,0.059445,0.066432,0.075351,0.065512,0.064813,0.076118,0.068509,0.057108,0.067493,0.062363,0.068844,0.068342,0.064868,0.069371,0.064489,0.075344,0.074530,0.063619,0.078485,0.063929,0.068506,0.060903,0.063693,0.078797,0.068535,0.078090,0.080403,0.063011,0.065514,0.072256,0.066556,0.066000,0.053225,0.060605,0.070356,0.058345,0.061462,0.062940,0.052700,0.054656,0.047623,0.049659,0.041066,0.037943,0.039626,0.030185,0.034582,0.031246,0.032948
